year,team_name,player_name,pos,games,goals,assists,cbp_attack,cbp_attack_90,shoot_point,shoot_point_90,goal_point,goal_point_90
2023,名古屋グランパス,丸山　祐市,DF,16,1,0,,,,,1.21,0.13
2023,名古屋グランパス,野上　結貴,DF,31,1,0,25.86,1.17,11.73,0.53,2.62,0.12
2023,名古屋グランパス,前田　直輝,FW,11,0,0,,,4.85,1.47,,
2023,名古屋グランパス,中谷　進之介,DF,33,1,2,24.68,0.75,,,,
2023,名古屋グランパス,稲垣　祥,MF,33,3,1,32.09,0.99,22.41,0.69,6.94,0.21
2023,名古屋グランパス,マテウス　カストロ,FW,21,4,3,34.71,1.69,41.55,2.03,11.35,0.55
2023,名古屋グランパス,和泉　竜司,MF,28,3,3,29.01,1.30,12.04,0.54,9.41,0.42
2023,名古屋グランパス,藤井　陽也,DF,34,2,3,38.72,1.14,7.54,0.22,5.53,0.16
2023,名古屋グランパス,森下　龍矢,DF,33,4,4,47.50,1.55,16.45,0.54,8.64,0.28
2023,名古屋グランパス,キャスパー　ユンカー,FW,33,16,3,28.88,1.00,56.61,1.97,38.91,1.35
2023,名古屋グランパス,久保　藤次郎,MF,8,1,0,,,5.96,1.37,2.89,0.67
2023,名古屋グランパス,米本　拓司,MF,26,0,1,28.23,1.36,,,,
2023,名古屋グランパス,永井　謙佑,FW,33,4,5,31.19,1.26,19.62,0.79,15.53,0.63
2023,ガンバ大阪,鈴木　武蔵,FW,20,1,0,,,10.13,1.21,,
2023,ガンバ大阪,石毛　秀樹,MF,22,3,0,,,10.97,1.08,10.09,0.99
2023,ガンバ大阪,三浦　弦太,DF,25,1,0,25.66,1.20,9.12,0.43,,
2023,ガンバ大阪,食野　亮太郎,FW,27,3,0,26.99,1.88,23.57,1.64,12.17,0.85
2023,ガンバ大阪,黒川　圭介,DF,33,2,2,49.00,1.54,,,7.88,0.25
2023,ガンバ大阪,半田　陸,DF,23,1,1,29.50,1.37,,,2.64,0.12
2023,ガンバ大阪,山本　悠樹,MF,26,0,4,37.36,1.69,10.66,0.48,,
2023,ガンバ大阪,ファン　アラーノ,MF,28,7,4,55.88,2.20,34.27,1.35,19.72,0.78
2023,ガンバ大阪,山見　大登,FW,14,1,0,,,,,3.46,1.00
2023,ガンバ大阪,ダワン,MF,33,6,4,33.64,1.19,24.20,0.85,18.92,0.67
2023,ガンバ大阪,イッサム　ジェバリ,FW,29,5,3,37.97,1.58,36.18,1.51,10.05,0.42
2023,ガンバ大阪,ネタ　ラヴィ,MF,27,0,0,37.20,1.60,,,,
2023,ガンバ大阪,倉田　秋,MF,17,1,0,,,13.87,1.44,2.64,0.27
2023,ガンバ大阪,宇佐美　貴史,FW,29,5,1,36.03,2.13,23.18,1.37,13.51,0.80
2023,ヴィッセル神戸,武藤　嘉紀,FW,34,10,10,50.28,1.55,49.57,1.53,27.73,0.86
2023,ヴィッセル神戸,井出　遥也,MF,18,2,0,,,,,6.11,0.59
2023,ヴィッセル神戸,本多　勇喜,DF,32,0,0,23.49,0.81,,,,
2023,ヴィッセル神戸,汰木　康也,MF,28,3,5,32.81,1.65,18.44,0.93,6.50,0.33
2023,ヴィッセル神戸,初瀬　亮,DF,33,1,8,53.48,1.66,8.20,0.26,4.15,0.13
2023,ヴィッセル神戸,山川　哲史,DF,26,0,1,19.87,0.80,,,,
2023,ヴィッセル神戸,齊藤　未月,MF,22,0,1,21.12,1.01,9.20,0.44,,
2023,ヴィッセル神戸,佐々木　大樹,MF,33,7,2,28.72,1.33,32.40,1.50,19.20,0.89
2023,ヴィッセル神戸,泉　柊椰,MF,8,1,0,,,,,5.62,3.59
2023,ヴィッセル神戸,ジェアン　パトリッキ,FW,27,4,0,,,22.15,2.25,13.71,1.39
2023,ヴィッセル神戸,マテウス　トゥーレル,DF,27,2,0,,,4.68,0.25,,
2023,ヴィッセル神戸,山口　蛍,MF,32,4,2,39.54,1.28,15.13,0.49,11.79,0.38
2023,ヴィッセル神戸,酒井　高徳,DF,29,2,1,42.92,1.49,10.45,0.36,9.78,0.34
2023,ヴィッセル神戸,大迫　勇也,FW,34,22,7,56.25,1.79,36.80,1.17,50.11,1.59
2023,サンフレッチェ広島,塩谷　司,DF,27,2,1,40.35,1.53,16.01,0.61,10.52,0.40
2023,サンフレッチェ広島,佐々木　翔,DF,32,0,0,45.67,1.43,,,,
2023,サンフレッチェ広島,茶島　雄介,MF,7,2,0,,,,,5.68,1.24
2023,サンフレッチェ広島,ピエロス　ソティリウ,FW,19,4,0,,,21.08,2.11,11.36,1.14
2023,サンフレッチェ広島,加藤　陸次樹,FW,13,5,0,,,28.94,2.23,15.63,1.21
2023,サンフレッチェ広島,志知　孝明,DF,23,1,0,28.95,1.81,,,,
2023,サンフレッチェ広島,森島　司,MF,20,2,0,39.67,2.19,17.35,0.96,6.07,0.34
2023,サンフレッチェ広島,ドウグラス　ヴィエイラ,FW,27,8,1,25.77,1.84,22.38,1.60,12.39,0.89
2023,サンフレッチェ広島,満田　誠,FW,23,4,5,46.50,2.16,29.55,1.37,9.64,0.45
2023,サンフレッチェ広島,川村　拓夢,MF,32,3,3,30.31,0.96,44.89,1.42,11.38,0.36
2023,サンフレッチェ広島,東　俊希,MF,33,2,2,54.53,2.12,16.83,0.66,,
2023,サンフレッチェ広島,エゼキエウ,MF,25,2,4,34.46,2.69,18.79,1.47,5.78,0.45
2023,サンフレッチェ広島,中野　就斗,DF,30,1,3,28.58,1.73,,,,
2023,サンフレッチェ広島,ナッシム　ベン　カリファ,FW,26,2,0,,,27.38,2.07,6.48,0.49
2023,Ｖ・ファーレン長崎,加藤　大,MF,22,2,0,,,,,6.92,0.70
2023,Ｖ・ファーレン長崎,櫛引　一紀,DF,40,6,0,27.72,0.70,14.83,0.37,13.99,0.35
2023,Ｖ・ファーレン長崎,クリスティアーノ,FW,12,2,0,,,,,8.22,1.88
2023,Ｖ・ファーレン長崎,澤田　崇,MF,36,3,2,32.81,1.30,11.19,0.44,9.22,0.36
2023,Ｖ・ファーレン長崎,増山　朝陽,MF,38,3,4,57.78,1.69,12.79,0.37,12.27,0.36
2023,Ｖ・ファーレン長崎,中村　慶太,MF,13,4,4,15.10,1.57,,,11.67,1.21
2023,Ｖ・ファーレン長崎,米田　隼也,DF,39,5,5,66.72,1.72,21.50,0.55,16.29,0.42
2023,Ｖ・ファーレン長崎,フアンマ　デルガド,FW,36,26,5,36.25,1.04,63.27,1.81,65.49,1.88
2023,Ｖ・ファーレン長崎,カイオ　セザール,MF,34,2,1,28.93,0.99,25.55,0.87,,
2023,Ｖ・ファーレン長崎,宮城　天,FW,13,3,0,,,,,7.29,0.93
2023,Ｖ・ファーレン長崎,鍬先　祐弥,MF,37,1,2,37.64,1.12,12.80,0.38,,
2023,Ｖ・ファーレン長崎,笠柳　翼,MF,19,2,0,,,10.64,1.08,,
2023,Ｖ・ファーレン長崎,ジョップ　セリンサリウ,FW,13,3,0,,,12.27,5.14,8.23,3.45
2023,Ｖ・ファーレン長崎,松澤　海斗,MF,16,2,2,16.04,3.92,,,,
2023,Ｖ・ファーレン長崎,マルコス　ギリェルメ,MF,15,0,3,18.46,1.41,15.02,1.15,,
2023,横浜ＦＣ,小川　慶治朗,MF,24,0,0,,,8.37,0.69,,
2023,横浜ＦＣ,吉野　恭平,DF,24,1,0,,,9.80,0.43,,
2023,横浜ＦＣ,三田　啓貴,MF,31,0,2,26.61,1.83,12.49,0.86,,
2023,横浜ＦＣ,岩武　克弥,DF,29,0,1,21.16,0.74,,,,
2023,横浜ＦＣ,井上　潮音,MF,34,3,1,35.07,1.30,16.27,0.60,13.05,0.48
2023,横浜ＦＣ,小川　航基,FW,15,6,0,,,18.61,1.31,8.81,0.62
2023,横浜ＦＣ,山根　永遠,FW,24,0,3,21.45,1.20,,,,
2023,横浜ＦＣ,ンドカ　ボニフェイス,DF,26,2,0,22.80,0.88,8.44,0.32,5.23,0.20
2023,横浜ＦＣ,ユーリ　ララ,MF,26,3,1,19.24,0.88,13.93,0.64,8.44,0.39
2023,横浜ＦＣ,山下　諒也,FW,28,2,0,22.68,1.27,17.55,0.98,6.48,0.36
2023,横浜ＦＣ,近藤　友喜,MF,30,2,3,22.70,1.55,,,5.47,0.37
2023,横浜ＦＣ,林　幸多郎,DF,29,2,1,22.20,0.88,,,8.16,0.32
2023,横浜ＦＣ,マルセロ　ヒアン,FW,23,3,0,,,19.54,1.56,8.98,0.72
2023,横浜ＦＣ,カプリーニ,FW,22,2,2,24.51,1.82,29.61,2.20,5.52,0.41
2023,横浜ＦＣ,伊藤　翔,FW,26,2,0,,,,,5.85,0.46
2023,湘南ベルマーレ,岡本　拓也,DF,22,0,0,17.02,1.38,,,,
2023,湘南ベルマーレ,小野瀬　康介,MF,22,3,3,38.22,1.86,15.18,0.74,8.01,0.39
2023,湘南ベルマーレ,大岩　一貴,DF,23,1,0,,,,,2.95,0.13
2023,湘南ベルマーレ,阿部　浩之,MF,29,1,4,22.33,1.38,17.81,1.10,3.05,0.19
2023,湘南ベルマーレ,杉岡　大暉,DF,33,2,3,51.08,1.59,15.86,0.49,3.83,0.12
2023,湘南ベルマーレ,石原　広教,DF,26,0,0,26.10,1.29,,,,
2023,湘南ベルマーレ,奥野　耕平,MF,27,0,0,,,6.77,0.54,,
2023,湘南ベルマーレ,町野　修斗,FW,19,9,3,25.61,1.45,38.80,2.19,16.89,0.95
2023,湘南ベルマーレ,池田　昌生,MF,7,0,0,,,7.01,1.34,,
2023,湘南ベルマーレ,大橋　祐紀,FW,23,13,3,20.82,1.03,32.23,1.59,32.50,1.61
2023,湘南ベルマーレ,ディサロ　燦シルヴァーノ,FW,4,1,0,,,,,2.64,1.20
2023,湘南ベルマーレ,舘　幸希,DF,21,0,0,19.97,1.13,,,,
2023,湘南ベルマーレ,畑　大雅,DF,23,0,1,22.09,1.28,,,,
2023,湘南ベルマーレ,タリク,FW,23,1,0,,,11.17,0.99,,
2023,湘南ベルマーレ,平岡　大陽,MF,29,3,2,28.69,1.44,20.24,1.01,9.83,0.49
2023,湘南ベルマーレ,鈴木　章斗,FW,27,3,0,,,12.52,1.49,7.85,0.93
2023,湘南ベルマーレ,山田　直輝,MF,21,1,0,,,,,2.89,0.34
2023,アルビレックス新潟,鈴木　孝司,FW,28,4,0,,,19.20,0.93,8.78,0.43
2023,アルビレックス新潟,堀米　悠斗,DF,20,0,0,34.49,2.09,,,,
2023,アルビレックス新潟,島田　譲,MF,27,0,2,26.63,1.74,,,,
2023,アルビレックス新潟,渡邊　泰基,DF,21,2,0,,,,,3.83,0.20
2023,アルビレックス新潟,高　宇洋,MF,31,1,0,50.96,1.79,10.05,0.35,4.04,0.14
2023,アルビレックス新潟,伊藤　涼太郎,MF,17,7,4,34.69,2.28,29.58,1.94,28.42,1.87
2023,アルビレックス新潟,トーマス　デン,DF,26,0,0,29.18,1.31,,,,
2023,アルビレックス新潟,谷口　海斗,FW,21,3,0,,,21.31,2.14,8.36,0.84
2023,アルビレックス新潟,秋山　裕紀,MF,26,0,1,31.98,2.14,,,,
2023,アルビレックス新潟,太田　修介,FW,19,5,0,,,18.37,1.54,19.08,1.60
2023,アルビレックス新潟,藤原　奏哉,MF,24,0,2,32.23,1.40,,,,
2023,アルビレックス新潟,三戸　舜介,MF,31,4,2,35.33,1.56,47.27,2.09,16.10,0.71
2023,アルビレックス新潟,新井　直人,DF,24,3,0,34.74,1.77,12.48,0.63,8.81,0.45
2023,アルビレックス新潟,松田　詠太郎,MF,21,0,0,,,7.59,0.76,,
2023,アルビレックス新潟,小見　洋太,FW,29,1,0,31.69,1.99,20.80,1.31,2.89,0.18
2023,アルビレックス新潟,高木　善朗,MF,18,2,0,,,9.38,0.82,7.99,0.70
2023,ジュビロ磐田,鈴木　雄斗,MF,38,3,10,93.52,2.47,,,8.19,0.22
2023,ジュビロ磐田,松本　昌也,MF,38,9,5,43.40,1.75,24.58,0.99,24.55,0.99
2023,ジュビロ磐田,金子　翔太,MF,29,6,2,34.69,1.66,34.72,1.66,15.70,0.75
2023,ジュビロ磐田,松原　后,DF,40,6,6,66.38,1.76,27.98,0.74,20.62,0.55
2023,ジュビロ磐田,上原　力也,MF,35,8,3,59.33,2.19,25.96,0.96,28.22,1.04
2023,ジュビロ磐田,ジャーメイン　良,FW,31,9,3,33.54,1.26,34.96,1.31,22.38,0.84
2023,ジュビロ磐田,藤川　虎太朗,MF,24,3,0,,,23.69,2.70,8.79,1.00
2023,ジュビロ磐田,リカルド　グラッサ,DF,35,2,2,34.55,0.99,,,,
2023,ジュビロ磐田,古川　陽介,MF,28,1,2,45.33,3.82,21.01,1.77,,
2023,ジュビロ磐田,ドゥドゥ,MF,39,9,4,64.76,1.83,79.80,2.25,35.29,1.00
2023,ジュビロ磐田,後藤　啓介,FW,33,7,0,,,33.09,2.33,20.99,1.48
2023,ジュビロ磐田,山田　大記,MF,27,5,3,40.93,2.24,25.60,1.40,16.36,0.89
2023,北海道コンサドーレ札幌,小林　祐希,MF,21,3,0,,,16.49,1.89,7.47,0.85
2023,北海道コンサドーレ札幌,荒野　拓馬,MF,29,3,1,42.45,1.60,,,10.86,0.41
2023,北海道コンサドーレ札幌,福森　晃斗,DF,29,0,1,36.67,1.78,,,,
2023,北海道コンサドーレ札幌,青木　亮太,MF,18,1,0,,,15.81,1.34,,
2023,北海道コンサドーレ札幌,岡村　大八,DF,31,1,0,34.82,1.19,,,,
2023,北海道コンサドーレ札幌,スパチョーク,MF,24,7,0,,,21.82,1.67,24.46,1.87
2023,北海道コンサドーレ札幌,菅　大輝,FW,33,3,2,35.38,1.28,32.72,1.18,10.37,0.37
2023,北海道コンサドーレ札幌,ルーカス　フェルナンデス,MF,22,0,4,42.98,2.45,19.79,1.13,,
2023,北海道コンサドーレ札幌,浅野　雄也,MF,34,12,3,46.16,1.56,40.87,1.38,38.29,1.29
2023,北海道コンサドーレ札幌,金子　拓郎,MF,21,8,4,68.58,3.27,21.47,1.02,21.30,1.02
2023,北海道コンサドーレ札幌,田中　駿汰,DF,34,4,2,60.05,1.78,20.26,0.60,7.98,0.24
2023,北海道コンサドーレ札幌,小柏　剛,FW,22,6,6,30.87,1.69,24.97,1.37,13.73,0.75
2023,北海道コンサドーレ札幌,大森　真吾,FW,4,1,0,,,,,5.44,19.59
2023,北海道コンサドーレ札幌,駒井　善成,MF,26,4,2,37.88,1.58,18.61,0.78,8.21,0.34
2023,サガン鳥栖,堀米　勇輝,MF,28,3,0,28.69,1.57,16.64,0.91,9.37,0.51
2023,サガン鳥栖,小野　裕二,MF,28,9,1,18.98,1.02,22.33,1.20,27.87,1.49
2023,サガン鳥栖,ファン　ソッコ,DF,18,1,0,,,,,3.20,0.21
2023,サガン鳥栖,福田　晃斗,MF,21,0,0,22.54,1.69,,,,
2023,サガン鳥栖,河田　篤秀,FW,18,2,0,,,,,3.66,0.77
2023,サガン鳥栖,手塚　康平,MF,22,1,4,24.41,1.52,10.17,0.63,3.20,0.20
2023,サガン鳥栖,長沼　洋一,MF,32,10,4,31.61,1.04,27.93,0.92,31.50,1.04
2023,サガン鳥栖,岩崎　悠人,FW,31,0,2,27.63,1.10,10.40,0.42,,
2023,サガン鳥栖,富樫　敬真,FW,22,5,0,,,6.88,0.63,5.66,0.52
2023,サガン鳥栖,山﨑　浩介,DF,33,0,0,31.20,0.96,,,,
2023,サガン鳥栖,本田　風智,MF,12,3,0,,,,,9.81,1.03
2023,サガン鳥栖,原田　亘,DF,29,1,4,30.71,1.13,6.89,0.25,,
2023,サガン鳥栖,河原　創,MF,34,1,3,55.23,1.62,13.50,0.40,,
2023,サガン鳥栖,樺山　諒乃介,FW,22,2,0,,,,,6.85,1.52
2023,サガン鳥栖,横山　歩夢,FW,17,0,0,,,7.60,1.86,,
2023,サガン鳥栖,菊地　泰智,MF,32,0,1,32.48,1.20,10.67,0.40,,
2023,サガン鳥栖,楢原　慶輝,MF,11,1,0,,,,,5.10,1.09
2023,徳島ヴォルティス,永木　亮太,MF,11,1,0,,,,,4.92,0.49
2023,徳島ヴォルティス,内田　航平,MF,21,1,0,26.12,1.39,,,,
2023,徳島ヴォルティス,杉本　太郎,MF,34,1,0,41.86,1.73,19.47,0.81,,
2023,徳島ヴォルティス,白井　永地,MF,42,2,2,50.84,1.25,15.37,0.38,8.41,0.21
2023,徳島ヴォルティス,西谷　和希,MF,41,3,3,79.40,1.96,31.35,0.77,13.16,0.33
2023,徳島ヴォルティス,坪井　清志郎,FW,28,2,0,,,11.22,1.24,8.12,0.90
2023,徳島ヴォルティス,棚橋　尭士,FW,22,2,0,,,10.71,1.43,6.99,0.93
2023,徳島ヴォルティス,森　海渡,FW,37,13,3,19.31,0.72,39.61,1.48,38.72,1.44
2023,徳島ヴォルティス,石尾　崚雅,DF,22,2,0,,,,,5.58,0.26
2023,徳島ヴォルティス,児玉　駿斗,MF,20,1,2,17.51,1.63,,,,
2023,徳島ヴォルティス,安部　崇士,DF,28,3,3,38.15,1.44,9.42,0.35,6.55,0.25
2023,徳島ヴォルティス,西野　太陽,FW,32,3,3,31.91,1.32,12.35,0.51,7.67,0.32
2023,徳島ヴォルティス,森　昂大,DF,32,0,0,37.93,1.21,,,,
2023,徳島ヴォルティス,玄　理吾,MF,19,0,0,,,9.52,0.81,,
2023,徳島ヴォルティス,柿谷　曜一朗,FW,37,7,2,33.45,1.16,28.01,0.97,20.51,0.71
2023,大分トリニータ,中川　寛斗,MF,30,4,0,,,17.54,0.94,13.54,0.73
2023,大分トリニータ,野村　直輝,MF,39,6,7,67.01,1.91,39.26,1.12,18.20,0.52
2023,大分トリニータ,伊佐　耕平,FW,37,4,2,31.32,1.35,25.37,1.09,13.38,0.58
2023,大分トリニータ,渡邉　新太,FW,19,2,0,,,19.56,1.72,6.68,0.59
2023,大分トリニータ,野嶽　惇也,MF,32,1,7,32.93,1.29,11.98,0.47,,
2023,大分トリニータ,高畑　奎汰,MF,38,4,5,50.31,2.11,12.80,0.54,15.99,0.67
2023,大分トリニータ,上夷　克典,DF,32,1,4,37.08,1.41,,,,
2023,大分トリニータ,弓場　将輝,MF,37,4,0,36.64,1.28,33.40,1.16,11.27,0.39
2023,大分トリニータ,藤本　一輝,FW,39,6,2,58.87,2.12,33.05,1.19,17.83,0.64
2023,大分トリニータ,安藤　智哉,DF,27,2,1,29.10,1.28,13.01,0.57,,
2023,大分トリニータ,ペレイラ,DF,32,2,0,35.24,1.21,,,,
2023,大分トリニータ,保田　堅心,MF,29,2,0,,,21.25,1.15,10.76,0.58
2023,大分トリニータ,松尾　勇佑,DF,16,4,0,,,,,11.10,1.11
2023,大分トリニータ,デルラン,DF,31,0,1,30.65,1.21,,,,
2023,大分トリニータ,長沢　駿,FW,22,3,0,,,,,8.41,0.89
2023,ベガルタ仙台,内田　裕斗,DF,24,1,3,37.40,1.76,,,,
2023,ベガルタ仙台,中山　仁斗,FW,26,2,0,,,8.19,0.65,,
2023,ベガルタ仙台,加藤　千尋,MF,20,1,0,,,8.71,1.29,4.10,0.61
2023,ベガルタ仙台,郷家　友太,MF,39,10,0,27.44,0.87,28.30,0.89,25.06,0.79
2023,ベガルタ仙台,山田　寛人,FW,34,2,4,24.27,1.15,29.44,1.39,5.94,0.28
2023,ベガルタ仙台,ホ　ヨンジュン,FW,26,5,0,,,20.37,1.60,12.55,0.98
2023,ベガルタ仙台,中島　元彦,FW,32,6,5,41.72,1.89,43.53,1.97,17.55,0.79
2023,ベガルタ仙台,小出　悠太,DF,32,0,1,33.70,1.18,,,,
2023,ベガルタ仙台,真瀬　拓海,DF,18,0,4,28.01,1.64,,,,
2023,ベガルタ仙台,菅原　龍之助,FW,6,2,0,,,,,6.03,4.02
2023,ベガルタ仙台,エヴェルトン,MF,33,1,1,36.98,1.43,16.70,0.65,,
2023,ベガルタ仙台,相良　竜之介,MF,18,3,0,,,,,13.54,1.46
2023,ベガルタ仙台,菅田　真啓,DF,37,4,1,33.36,1.05,12.39,0.39,9.21,0.29
2023,ベガルタ仙台,鎌田　大夢,MF,33,2,4,44.94,1.63,10.25,0.37,5.78,0.21
2023,ベガルタ仙台,氣田　亮真,MF,38,6,4,61.09,2.13,27.79,0.97,8.12,0.28
2024,鹿島アントラーズ,仲間　隼斗,MF,28,4,0,25.20,1.25,20.61,1.02,9.78,0.48
2024,鹿島アントラーズ,植田　直通,DF,38,3,2,31.34,0.83,11.93,0.31,7.85,0.21
2024,鹿島アントラーズ,安西　幸輝,DF,38,1,2,69.38,1.83,,,,
2024,鹿島アントラーズ,鈴木　優磨,FW,36,15,8,51.88,1.54,31.18,0.92,26.26,0.78
2024,鹿島アントラーズ,名古　新太郎,MF,36,5,9,30.72,1.15,26.86,1.01,18.48,0.69
2024,鹿島アントラーズ,知念　慶,FW,33,3,3,27.80,0.87,19.51,0.61,6.44,0.20
2024,鹿島アントラーズ,関川　郁万,DF,37,1,3,34.21,0.94,,,,
2024,鹿島アントラーズ,樋口　雄太,MF,36,4,3,27.08,1.57,20.73,1.20,12.90,0.75
2024,鹿島アントラーズ,藤井　智也,MF,25,2,0,,,12.64,1.35,8.02,0.86
2024,鹿島アントラーズ,師岡　柊生,FW,32,3,3,29.93,1.37,26.67,1.22,8.99,0.41
2024,鹿島アントラーズ,濃野　公人,DF,31,9,0,36.35,1.21,30.56,1.01,26.17,0.87
2024,鹿島アントラーズ,チャヴリッチ,FW,25,7,0,,,25.07,1.81,19.95,1.44
2024,浦和レッズ,中島　翔哉,MF,22,1,4,26.26,2.90,23.15,2.56,,
2024,浦和レッズ,前田　直輝,FW,24,2,2,30.58,2.04,17.93,1.20,6.42,0.43
2024,浦和レッズ,関根　貴大,MF,21,2,2,23.78,1.41,17.59,1.05,5.50,0.33
2024,浦和レッズ,渡邊　凌磨,MF,38,6,5,64.84,1.72,45.16,1.20,17.94,0.48
2024,浦和レッズ,石原　広教,DF,30,1,1,32.04,1.22,,,,
2024,浦和レッズ,松尾　佑介,MF,22,4,0,,,16.69,1.34,13.34,1.07
2024,浦和レッズ,大久保　智明,MF,23,2,0,,,,,5.26,0.35
2024,浦和レッズ,大畑　歩夢,DF,26,0,3,22.56,1.14,,,,
2024,浦和レッズ,伊藤　敦樹,MF,24,5,4,32.83,1.46,24.61,1.10,13.43,0.60
2024,浦和レッズ,チアゴ　サンタナ,FW,36,12,0,,,49.50,2.10,27.65,1.18
2024,浦和レッズ,安居　海渡,MF,32,2,0,29.38,1.10,12.09,0.45,8.31,0.31
2024,浦和レッズ,ブライアン　リンセン,FW,17,2,0,,,12.69,1.36,5.22,0.56
2024,浦和レッズ,マリウス　ホイブラーテン,DF,36,1,0,45.05,1.25,11.96,0.33,,
2024,浦和レッズ,サミュエル　グスタフソン,MF,28,2,2,39.94,1.76,,,7.16,0.32
2024,柏レイソル,犬飼　智也,DF,25,1,1,28.55,1.17,,,6.55,0.27
2024,柏レイソル,木下　康介,FW,38,10,0,,,35.82,1.74,21.40,1.04
2024,柏レイソル,小屋松　知哉,MF,33,0,0,,,10.03,0.51,,
2024,柏レイソル,白井　永地,MF,37,1,2,38.62,1.29,15.11,0.51,2.63,0.09
2024,柏レイソル,垣田　裕暉,FW,13,1,0,,,,,2.59,0.68
2024,柏レイソル,古賀　太陽,DF,37,1,0,35.65,0.97,,,,
2024,柏レイソル,ジエゴ,DF,36,3,3,34.81,1.04,19.35,0.58,9.91,0.30
2024,柏レイソル,島村　拓弥,MF,28,3,3,26.49,2.42,11.43,1.04,5.37,0.49
2024,柏レイソル,戸嶋　祥郎,MF,27,3,2,29.16,1.77,11.89,0.72,7.86,0.48
2024,柏レイソル,山田　雄士,MF,30,0,2,27.84,1.23,12.84,0.57,,
2024,柏レイソル,細谷　真大,FW,32,6,5,34.16,1.21,48.21,1.70,16.78,0.59
2024,柏レイソル,高嶺　朋樹,MF,11,1,0,,,,,5.68,0.66
2024,柏レイソル,マテウス　サヴィオ,MF,38,9,7,99.84,2.68,72.64,1.95,32.82,0.88
2024,柏レイソル,関根　大輝,DF,31,0,0,46.58,1.57,,,,
2024,柏レイソル,武藤　雄樹,FW,3,0,0,,,7.76,14.56,,
2024,東京ヴェルディ,宮原　和也,DF,30,0,1,24.04,0.89,,,,
2024,東京ヴェルディ,齋藤　功佑,MF,38,1,5,41.50,1.51,15.59,0.57,4.09,0.15
2024,東京ヴェルディ,千田　海人,DF,27,0,0,20.40,0.85,,,,
2024,東京ヴェルディ,翁長　聖,MF,37,4,1,39.30,1.32,,,12.91,0.44
2024,東京ヴェルディ,森田　晃樹,MF,33,1,3,36.76,1.28,,,5.30,0.18
2024,東京ヴェルディ,見木　友哉,MF,37,4,2,41.07,1.49,20.33,0.74,8.44,0.31
2024,東京ヴェルディ,山田　楓喜,MF,21,5,0,,,23.49,1.77,19.50,1.47
2024,東京ヴェルディ,染野　唯月,FW,36,6,0,37.82,1.31,39.05,1.35,14.57,0.50
2024,東京ヴェルディ,山見　大登,FW,34,7,5,30.84,1.84,42.71,2.55,20.16,1.20
2024,東京ヴェルディ,木村　勇大,FW,36,10,1,25.50,0.83,35.77,1.16,22.34,0.73
2024,東京ヴェルディ,谷口　栄斗,DF,29,5,0,28.37,1.06,11.71,0.44,11.63,0.43
2024,東京ヴェルディ,綱島　悠斗,MF,30,2,0,,,9.52,0.48,6.61,0.33
2024,東京ヴェルディ,チアゴ　アウベス,MF,10,1,0,,,8.55,3.66,,
2024,東京ヴェルディ,山田　剛綺,FW,24,1,0,,,10.36,1.51,,
2024,川崎フロンターレ,瀬川　祐輔,MF,28,1,0,,,12.70,0.98,,
2024,川崎フロンターレ,ファンウェルメスケルケン際,DF,24,1,2,35.66,1.82,,,,
2024,川崎フロンターレ,脇坂　泰斗,MF,34,6,5,60.55,1.99,37.96,1.25,17.01,0.56
2024,川崎フロンターレ,遠野　大弥,FW,35,1,4,45.36,2.35,22.91,1.19,,
2024,川崎フロンターレ,瀬古　樹,MF,25,0,3,32.74,2.34,14.47,1.04,,
2024,川崎フロンターレ,山本　悠樹,MF,20,1,0,,,,,4.39,0.34
2024,川崎フロンターレ,橘田　健人,MF,35,3,1,53.67,1.63,13.70,0.42,12.87,0.39
2024,川崎フロンターレ,佐々木　旭,DF,37,1,1,54.07,1.60,,,,
2024,川崎フロンターレ,三浦　颯太,DF,20,1,4,33.03,1.81,,,,
2024,川崎フロンターレ,マルシーニョ,FW,36,9,2,48.30,1.84,35.08,1.34,22.08,0.84
2024,川崎フロンターレ,高井　幸大,DF,24,2,0,,,,,5.54,0.27
2024,川崎フロンターレ,山田　新,FW,38,19,4,30.71,1.38,43.52,1.95,40.98,1.84
2024,川崎フロンターレ,エリソン,FW,25,7,0,,,31.73,2.44,17.30,1.33
2024,川崎フロンターレ,家長　昭博,MF,36,7,5,66.42,2.39,30.41,1.09,17.43,0.63
2024,川崎フロンターレ,バフェティンビ　ゴミス,FW,9,3,0,,,,,7.10,1.49
2024,川崎フロンターレ,小林　悠,FW,27,4,0,,,15.24,2.08,9.66,1.32
2024,清水エスパルス,矢島　慎也,MF,32,6,0,,,23.54,1.67,24.00,1.70
2024,清水エスパルス,宮本　航汰,MF,35,2,2,41.08,1.40,,,,
2024,清水エスパルス,北川　航也,FW,34,12,6,37.20,1.33,45.90,1.65,29.25,1.05
2024,清水エスパルス,北爪　健吾,DF,29,0,4,31.46,2.51,,,,
2024,清水エスパルス,ドウグラス　タンキ,FW,22,4,0,,,16.11,2.99,,
2024,清水エスパルス,原　輝綺,MF,24,3,4,42.51,1.89,18.31,0.82,10.93,0.49
2024,清水エスパルス,中村　亮太朗,MF,36,1,4,46.09,1.54,16.87,0.56,,
2024,清水エスパルス,住吉　ジェラニレショーン,DF,31,4,1,36.70,1.22,,,10.57,0.35
2024,清水エスパルス,松崎　快,MF,25,2,0,,,19.09,1.80,,
