year,team_name,player_name,pos,games,goals,assists,cbp_attack,cbp_attack_90,shoot_point,shoot_point_90,goal_point,goal_point_90
2021,鹿島アントラーズ,土居　聖真,MF,36,6,4,40.53,1.59,30.05,1.18,11.21,0.44
2021,鹿島アントラーズ,犬飼　智也,DF,29,5,0,26.04,1.10,13.66,0.58,15.11,0.64
2021,鹿島アントラーズ,レオ　シルバ,MF,29,0,1,31.81,1.62,,,,
2021,鹿島アントラーズ,三竿　健斗,MF,34,0,1,50.09,1.74,14.01,0.49,,
2021,鹿島アントラーズ,町田　浩樹,DF,34,5,1,33.92,1.00,9.21,0.27,11.15,0.33
2021,鹿島アントラーズ,常本　佳吾,DF,26,2,1,35.30,1.49,,,6.88,0.29
2021,鹿島アントラーズ,永戸　勝也,DF,29,1,4,35.68,1.57,,,,
2021,鹿島アントラーズ,上田　綺世,FW,29,14,0,,,47.66,2.45,35.90,1.84
2021,鹿島アントラーズ,荒木　遼太郎,MF,36,10,7,43.71,1.72,34.63,1.36,26.27,1.03
2021,鹿島アントラーズ,松村　優太,MF,22,2,0,,,,,8.84,1.05
2021,鹿島アントラーズ,ファン　アラーノ,MF,27,3,3,39.33,2.10,29.40,1.57,10.60,0.57
2021,鹿島アントラーズ,エヴェラウド,FW,28,1,0,,,37.90,2.20,,
2021,鹿島アントラーズ,アルトゥール　カイキ,MF,14,5,0,,,14.62,2.85,13.60,2.65
2021,鹿島アントラーズ,ディエゴ　ピトゥカ,MF,26,2,3,41.56,1.94,25.74,1.20,7.95,0.37
2021,浦和レッズ,山中　亮輔,DF,24,0,3,29.89,1.57,13.87,0.73,,
2021,浦和レッズ,杉本　健勇,FW,16,2,0,,,13.53,1.60,,
2021,浦和レッズ,田中　達也,MF,28,4,0,,,12.50,1.10,9.13,0.80
2021,浦和レッズ,岩波　拓也,DF,37,1,2,52.73,1.46,,,,
2021,浦和レッズ,汰木　康也,MF,31,4,4,31.41,1.66,19.74,1.04,12.57,0.66
2021,浦和レッズ,関根　貴大,MF,36,3,3,38.19,1.54,15.35,0.62,5.55,0.22
2021,浦和レッズ,小泉　佳穂,MF,34,2,5,57.61,2.15,14.43,0.54,6.61,0.25
2021,浦和レッズ,江坂　任,MF,16,5,0,,,24.58,1.82,9.97,0.74
2021,浦和レッズ,柴戸　海,MF,30,1,0,30.12,1.38,,,,
2021,浦和レッズ,明本　考浩,MF,33,4,1,32.99,1.15,10.64,0.37,11.98,0.42
2021,浦和レッズ,伊藤　敦樹,MF,36,1,1,33.98,1.35,14.69,0.58,,
2021,浦和レッズ,キャスパー　ユンカー,FW,21,9,0,,,31.00,2.14,24.85,1.72
2021,浦和レッズ,阿部　勇樹,MF,13,3,0,,,,,6.39,0.93
2021,浦和レッズ,槙野　智章,DF,31,2,1,34.40,1.34,,,,
2021,浦和レッズ,西　大伍,DF,25,1,3,37.33,1.92,,,,
2021,浦和レッズ,酒井　宏樹,DF,14,2,0,,,,,5.29,0.41
2021,浦和レッズ,宇賀神　友弥,MF,19,1,0,,,,,4.29,0.47
2021,柏レイソル,仲間　隼斗,MF,24,2,1,28.01,1.75,11.64,0.73,5.49,0.34
2021,柏レイソル,クリスティアーノ,FW,31,7,3,45.23,1.64,51.16,1.86,23.00,0.83
2021,柏レイソル,江坂　任,MF,16,2,2,28.32,1.92,13.16,0.89,,
2021,柏レイソル,呉屋　大翔,FW,12,4,0,,,12.70,1.62,12.43,1.58
2021,柏レイソル,神谷　優太,FW,25,3,0,,,14.89,1.07,8.39,0.60
2021,柏レイソル,椎橋　慧也,MF,30,2,2,24.74,1.19,,,,
2021,柏レイソル,瀬川　祐輔,FW,18,2,0,,,20.10,1.75,7.78,0.68
2021,柏レイソル,大南　拓磨,DF,29,3,1,30.47,1.05,8.93,0.31,5.56,0.19
2021,柏レイソル,三丸　拡,DF,28,1,0,42.01,1.61,,,5.69,0.22
2021,柏レイソル,古賀　太陽,DF,37,0,0,51.51,1.39,,,,
2021,柏レイソル,ヒシャルジソン,MF,25,0,0,21.33,1.09,,,,
2021,柏レイソル,細谷　真大,FW,28,3,1,18.81,1.55,16.31,1.35,9.44,0.78
2021,柏レイソル,マテウス　サヴィオ,MF,20,2,1,23.81,1.94,16.26,1.32,7.43,0.60
2021,柏レイソル,ペドロ　ハウル,FW,8,3,0,,,15.21,2.50,6.24,1.03
2021,東京ヴェルディ,福村　貴幸,DF,34,0,1,59.86,2.03,,,,
2021,東京ヴェルディ,梶川　諒太,MF,37,3,7,62.46,2.32,10.23,0.38,11.36,0.42
2021,東京ヴェルディ,井出　遥也,MF,13,3,0,,,10.64,1.06,9.50,0.94
2021,東京ヴェルディ,若狭　大志,DF,41,0,2,57.87,1.52,10.03,0.26,,
2021,東京ヴェルディ,佐藤　優平,MF,34,1,8,64.58,2.17,16.98,0.57,5.25,0.18
2021,東京ヴェルディ,新井　瑞希,MF,15,1,0,,,,,4.99,0.91
2021,東京ヴェルディ,森田　晃樹,MF,18,1,0,,,13.42,1.09,,
2021,東京ヴェルディ,ンドカ　ボニフェイス,DF,34,2,0,52.57,1.62,,,5.58,0.17
2021,東京ヴェルディ,山本　理仁,MF,30,1,0,41.36,1.95,15.12,0.71,,
2021,東京ヴェルディ,山下　諒也,FW,38,7,4,50.68,1.78,22.14,0.78,20.52,0.72
2021,東京ヴェルディ,佐藤　凌我,FW,42,13,2,27.63,1.26,32.87,1.50,35.65,1.63
2021,東京ヴェルディ,端戸　仁,FW,29,5,0,,,17.39,0.99,15.09,0.86
2021,東京ヴェルディ,小池　純輝,MF,41,17,6,38.75,1.10,56.96,1.62,44.57,1.26
2021,東京ヴェルディ,加藤　弘堅,MF,36,1,0,52.53,1.78,,,5.81,0.20
2021,川崎フロンターレ,レアンドロ　ダミアン,FW,35,23,0,,,52.05,2.04,64.45,2.53
2021,川崎フロンターレ,谷口　彰悟,DF,30,0,2,36.38,1.31,,,,
2021,川崎フロンターレ,旗手　怜央,FW,30,5,3,71.14,2.54,31.48,1.12,13.71,0.49
2021,川崎フロンターレ,山根　視来,DF,37,2,12,81.82,2.22,,,4.54,0.12
2021,川崎フロンターレ,田中　碧,MF,20,1,4,49.12,2.68,17.89,0.98,,
2021,川崎フロンターレ,知念　慶,FW,22,4,0,,,18.91,2.92,6.81,1.05
2021,川崎フロンターレ,三笘　薫,MF,20,8,3,49.82,3.64,25.63,1.87,22.83,1.67
2021,川崎フロンターレ,脇坂　泰斗,MF,35,3,4,59.70,2.38,18.41,0.73,10.95,0.44
2021,川崎フロンターレ,ジョアン　シミッチ,MF,25,0,1,44.98,2.16,,,,
2021,川崎フロンターレ,遠野　大弥,FW,27,6,0,,,16.70,1.74,17.96,1.87
2021,川崎フロンターレ,宮城　天,FW,14,2,0,,,,,7.94,1.60
2021,川崎フロンターレ,橘田　健人,MF,29,0,1,33.52,1.91,,,,
2021,川崎フロンターレ,家長　昭博,MF,37,8,4,88.96,3.08,31.74,1.10,22.64,0.78
2021,川崎フロンターレ,小林　悠,FW,33,10,0,,,25.30,1.98,25.37,1.99
2021,川崎フロンターレ,登里　享平,DF,29,0,4,51.62,2.01,13.12,0.51,,
2021,清水エスパルス,片山　瑛一,DF,29,2,0,27.65,1.01,14.04,0.51,3.91,0.14
2021,清水エスパルス,鈴木　義宜,DF,22,2,0,,,,,4.20,0.21
2021,清水エスパルス,エウシーニョ,DF,12,1,1,23.30,2.26,9.92,0.96,,
2021,清水エスパルス,中村　慶太,MF,18,1,0,,,,,4.33,0.47
2021,清水エスパルス,原　輝綺,MF,29,2,2,36.82,1.30,,,5.81,0.20
2021,清水エスパルス,西澤　健太,MF,27,2,3,23.31,1.54,18.12,1.20,7.63,0.51
2021,清水エスパルス,松岡　大起,MF,15,0,0,19.97,1.33,8.38,0.56,,
2021,清水エスパルス,中山　克広,MF,27,2,1,25.11,1.44,11.94,0.69,6.32,0.36
2021,清水エスパルス,ディサロ　燦シルヴァーノ,FW,24,1,0,,,9.79,1.61,,
2021,清水エスパルス,鈴木　唯人,MF,33,2,0,24.38,1.09,17.51,0.79,5.93,0.27
2021,清水エスパルス,ヴァウド,DF,33,2,1,21.84,0.78,8.99,0.32,5.49,0.20
2021,清水エスパルス,カルリーニョス　ジュニオ,FW,21,2,0,,,15.42,1.01,8.15,0.53
2021,清水エスパルス,チアゴ　サンタナ,FW,37,13,2,28.10,0.79,61.96,1.75,35.33,1.00
2021,清水エスパルス,竹内　涼,MF,29,0,2,24.85,1.33,,,,
2021,京都サンガF.C.,ピーター　ウタカ,FW,40,21,10,106.49,2.81,99.92,2.63,67.95,1.79
2021,京都サンガF.C.,荒木　大吾,MF,27,1,0,,,16.38,1.90,,
2021,京都サンガF.C.,福岡　慎平,MF,38,3,3,42.81,1.63,24.54,0.93,8.47,0.32
2021,京都サンガF.C.,麻田　将吾,DF,38,0,1,34.28,0.99,,,,
2021,京都サンガF.C.,飯田　貴敬,DF,36,1,5,60.84,1.79,,,3.87,0.11
2021,京都サンガF.C.,武田　将平,MF,36,1,8,67.80,1.98,,,,
2021,京都サンガF.C.,荻原　拓也,DF,40,2,1,70.37,2.22,31.00,0.98,6.75,0.21
2021,京都サンガF.C.,松田　天馬,MF,41,4,3,57.46,1.53,19.22,0.51,10.86,0.29
2021,京都サンガF.C.,三沢　直人,MF,38,4,1,45.55,2.37,23.44,1.22,18.71,0.97
2021,京都サンガF.C.,ヨルディ　バイス,DF,41,5,0,68.92,1.72,23.54,0.59,12.45,0.31
2021,京都サンガF.C.,イスマイラ,FW,16,3,0,,,,,9.25,2.20
2021,京都サンガF.C.,川崎　颯太,MF,41,3,2,63.71,1.65,16.75,0.43,9.40,0.24
2021,京都サンガF.C.,宮吉　拓実,FW,30,10,0,,,34.83,1.70,30.11,1.47
2021,京都サンガF.C.,武富　孝介,MF,10,1,0,,,12.07,2.19,,
2021,セレッソ大阪,藤田　直之,MF,31,2,4,28.60,1.32,12.57,0.58,6.39,0.30
2021,セレッソ大阪,豊川　雄太,FW,24,1,0,,,15.89,1.09,,
2021,セレッソ大阪,松田　陸,DF,34,1,4,57.39,1.69,16.87,0.50,,
2021,セレッソ大阪,加藤　陸次樹,FW,35,7,0,18.89,1.05,25.89,1.44,17.21,0.95
2021,セレッソ大阪,坂元　達裕,MF,33,6,5,49.49,1.57,28.65,0.91,15.24,0.48
2021,セレッソ大阪,進藤　亮佑,DF,9,2,0,,,,,5.92,0.79
2021,セレッソ大阪,瀬古　歩夢,DF,27,0,0,30.27,1.16,,,,
2021,セレッソ大阪,中島　元彦,FW,12,2,0,,,12.64,3.20,9.78,2.48
2021,セレッソ大阪,西尾　隆矢,DF,31,2,0,27.69,0.98,,,5.30,0.19
2021,セレッソ大阪,チアゴ,DF,15,4,0,,,12.34,0.99,9.02,0.72
2021,セレッソ大阪,大久保　嘉人,FW,29,6,0,,,19.85,1.27,16.32,1.04
2021,セレッソ大阪,清武　弘嗣,MF,32,2,2,57.51,2.08,23.88,0.87,,
2021,セレッソ大阪,丸橋　祐介,DF,33,1,6,48.01,1.52,,,,
2021,セレッソ大阪,奥埜　博亮,MF,32,3,2,42.49,1.40,21.86,0.72,8.96,0.30
2021,セレッソ大阪,原川　力,MF,26,2,3,36.62,1.63,,,7.02,0.31
2021,ファジアーノ岡山,パウリーニョ,MF,30,0,2,22.58,1.26,,,,
2021,ファジアーノ岡山,齊藤　和樹,FW,19,0,0,,,14.64,1.20,,
2021,ファジアーノ岡山,河野　諒祐,DF,42,1,3,54.00,1.41,14.82,0.39,,
2021,ファジアーノ岡山,石毛　秀樹,MF,14,6,0,,,19.84,1.64,21.49,1.77
2021,ファジアーノ岡山,ミッチェル　デューク,FW,14,3,0,,,16.34,1.31,8.82,0.71
2021,ファジアーノ岡山,山本　大貴,FW,26,2,0,,,,,6.85,0.56
2021,ファジアーノ岡山,白井　永地,MF,38,1,2,60.79,1.66,30.68,0.84,3.41,0.09
2021,ファジアーノ岡山,イ　ヨンジェ,FW,10,2,0,,,,,6.81,1.77
2021,ファジアーノ岡山,井上　黎生人,DF,42,0,0,38.12,0.91,,,,
2021,ファジアーノ岡山,上門　知樹,MF,41,13,1,47.28,1.21,77.16,1.97,48.78,1.25
2021,ファジアーノ岡山,徳元　悠平,DF,39,0,2,46.79,1.56,13.48,0.45,,
2021,ファジアーノ岡山,川本　梨誉,FW,30,2,0,,,20.60,1.33,11.15,0.72
2021,ファジアーノ岡山,安部　崇士,DF,24,1,1,23.54,1.00,,,,
2021,ファジアーノ岡山,木村　太哉,MF,42,2,1,41.24,1.88,16.96,0.77,5.54,0.25
2021,ファジアーノ岡山,疋田　優人,MF,12,2,0,,,,,7.16,0.92
2021,ファジアーノ岡山,喜山　康平,MF,34,2,1,35.50,1.39,13.84,0.54,6.44,0.25
2021,ファジアーノ岡山,宮崎　智彦,MF,26,0,2,35.43,1.64,,,,
2021,アビスパ福岡,渡　大生,FW,26,2,0,,,12.07,1.14,4.54,0.43
2021,アビスパ福岡,金森　健志,MF,37,4,1,23.15,0.95,20.83,0.85,8.92,0.37
2021,アビスパ福岡,杉本　太郎,MF,25,0,0,18.33,1.10,7.43,0.45,,
2021,アビスパ福岡,前　寛之,MF,38,2,1,43.91,1.18,9.87,0.27,9.07,0.24
2021,アビスパ福岡,湯澤　聖人,DF,30,0,1,18.73,1.18,,,,
2021,アビスパ福岡,志知　孝明,DF,30,1,3,33.73,1.28,,,,
2021,アビスパ福岡,山岸　祐也,FW,29,5,3,27.41,1.33,19.76,0.96,13.43,0.65
2021,アビスパ福岡,フアンマ　デルガド,FW,27,5,0,18.33,1.08,23.82,1.40,12.13,0.71
2021,アビスパ福岡,吉岡　雅和,MF,9,1,0,,,,,5.00,1.35
2021,アビスパ福岡,エミル　サロモンソン,DF,32,3,6,34.71,1.21,14.94,0.52,11.87,0.41
2021,アビスパ福岡,ブルーノ　メンデス,FW,19,4,0,,,12.94,0.95,8.00,0.59
2021,アビスパ福岡,ジョルディ　クルークス,MF,25,4,2,20.46,1.68,28.09,2.31,17.58,1.44
2021,アビスパ福岡,ジョン　マリ,FW,16,5,0,,,13.68,2.26,13.13,2.17
2021,アビスパ福岡,田邉　草民,MF,27,0,1,19.98,1.33,,,,
2021,水戸ホーリーホック,森　勇人,MF,32,1,3,31.55,1.97,12.64,0.79,,
2021,水戸ホーリーホック,中山　仁斗,FW,35,12,5,33.10,1.19,54.85,1.98,27.18,0.98
2021,水戸ホーリーホック,村田　航一,FW,31,0,3,39.50,1.82,13.10,0.61,,
2021,水戸ホーリーホック,温井　駿斗,DF,10,1,0,,,,,5.04,0.63
2021,水戸ホーリーホック,新里　涼,MF,37,2,4,52.65,1.98,14.95,0.56,5.58,0.21
2021,水戸ホーリーホック,伊藤　涼太郎,MF,20,4,2,35.26,2.71,26.72,2.05,10.08,0.77
2021,水戸ホーリーホック,鈴木　喜丈,MF,36,0,1,36.10,1.21,,,,
2021,水戸ホーリーホック,奥田　晃也,FW,37,6,5,44.64,1.61,21.04,0.76,18.88,0.68
2021,水戸ホーリーホック,安藤　瑞季,FW,34,6,0,,,27.91,1.45,15.13,0.79
2021,水戸ホーリーホック,山根　永遠,FW,34,2,0,,,12.44,1.00,7.86,0.63
2021,水戸ホーリーホック,平野　佑一,MF,19,0,4,33.59,1.87,,,,
2021,水戸ホーリーホック,藤尾　翔太,FW,22,8,0,,,31.57,2.71,21.36,1.83
2021,水戸ホーリーホック,松崎　快,MF,41,8,6,66.41,2.25,35.14,1.19,26.63,0.90
2021,水戸ホーリーホック,大崎　航詩,DF,29,3,1,44.12,1.71,,,9.86,0.38
2021,ジェフユナイテッド千葉,熊谷　アンドリュー,MF,21,0,1,30.59,1.88,,,,
2021,ジェフユナイテッド千葉,新井　一耀,DF,29,2,1,33.24,1.37,,,,
2021,ジェフユナイテッド千葉,岩崎　悠人,FW,16,0,0,,,10.28,1.45,,
2021,ジェフユナイテッド千葉,福満　隆貴,MF,36,3,5,50.13,2.01,14.83,0.59,10.83,0.43
2021,ジェフユナイテッド千葉,高橋　壱晟,MF,34,3,0,,,20.60,1.27,9.52,0.59
2021,ジェフユナイテッド千葉,小田　逸稀,DF,24,2,2,31.70,1.56,13.12,0.65,6.19,0.30
2021,ジェフユナイテッド千葉,末吉　塁,MF,25,1,3,31.96,2.01,,,3.93,0.25
2021,ジェフユナイテッド千葉,見木　友哉,MF,42,14,5,66.74,1.71,48.02,1.23,36.72,0.94
2021,ジェフユナイテッド千葉,櫻川　ソロモン,FW,30,4,0,,,25.02,1.35,10.62,0.57
2021,ジェフユナイテッド千葉,サウダーニャ,FW,31,3,0,,,19.41,1.19,10.96,0.67
2021,ジェフユナイテッド千葉,安田　理大,DF,35,0,3,33.68,2.05,,,,
2021,ジェフユナイテッド千葉,船山　貴之,FW,38,8,2,33.59,1.51,31.91,1.43,19.39,0.87
2021,ジェフユナイテッド千葉,鈴木　大輔,DF,41,3,0,48.00,1.17,10.17,0.25,7.95,0.19
2021,ジェフユナイテッド千葉,田口　泰士,MF,27,2,1,43.28,1.74,32.86,1.32,8.29,0.33
2021,ＦＣ東京,三田　啓貴,MF,32,1,3,19.65,1.62,13.84,1.14,,
2021,ＦＣ東京,レアンドロ,MF,22,7,4,40.29,2.50,36.23,2.25,25.78,1.60
2021,ＦＣ東京,小川　諒也,DF,30,1,1,38.83,1.39,,,2.65,0.09
2021,ＦＣ東京,渡邊　凌磨,MF,17,2,0,,,11.30,1.27,5.17,0.58
2021,ＦＣ東京,アダイウトン,MF,38,9,2,48.03,1.87,36.71,1.43,28.93,1.13
2021,ＦＣ東京,ディエゴ　オリヴェイラ,FW,35,13,4,37.17,1.37,37.24,1.37,31.35,1.15
2021,ＦＣ東京,内田　宅哉,MF,13,1,0,,,,,2.90,0.53
2021,ＦＣ東京,田川　亨介,FW,30,5,0,,,18.10,1.16,14.43,0.93
2021,ＦＣ東京,紺野　和也,MF,3,1,0,,,,,5.00,9.78
2021,ＦＣ東京,安部　柊斗,MF,36,0,1,45.64,1.40,8.47,0.26,,
2021,ＦＣ東京,森重　真人,DF,35,4,3,36.00,1.07,14.47,0.43,10.21,0.30
2021,ＦＣ東京,青木　拓矢,MF,32,0,0,27.07,1.09,10.46,0.42,,
2021,ＦＣ東京,永井　謙佑,FW,38,2,4,26.15,1.62,14.97,0.93,6.00,0.37
2021,ＦＣ東京,東　慶悟,MF,35,0,5,30.46,1.31,,,,
2021,ＦＣ町田ゼルビア,三鬼　海,DF,35,1,2,54.11,1.62,,,4.26,0.13
2021,ＦＣ町田ゼルビア,平戸　太貴,MF,40,8,4,69.04,1.79,50.23,1.30,25.51,0.66
2021,ＦＣ町田ゼルビア,ドゥドゥ,FW,27,4,0,,,20.53,1.85,12.06,1.08
2021,ＦＣ町田ゼルビア,高江　麗央,MF,41,1,3,86.98,2.16,31.21,0.77,,
2021,ＦＣ町田ゼルビア,奥山　政幸,DF,38,2,0,46.44,1.35,,,7.75,0.22
2021,ＦＣ町田ゼルビア,吉尾　海夏,MF,39,10,10,58.04,1.99,46.61,1.60,35.35,1.21
2021,ＦＣ町田ゼルビア,佐野　海舟,MF,34,6,3,40.79,1.21,19.00,0.57,18.21,0.54
2021,ＦＣ町田ゼルビア,太田　修介,FW,37,9,6,32.99,1.61,32.39,1.58,31.71,1.55
2021,ＦＣ町田ゼルビア,岡田　優希,MF,27,0,0,,,11.43,1.28,,
2021,ＦＣ町田ゼルビア,中島　裕希,FW,41,6,0,,,21.63,0.87,18.19,0.73
2021,ＦＣ町田ゼルビア,深津　康太,DF,37,1,0,31.16,0.93,,,,
2021,ＦＣ町田ゼルビア,鄭　大世,FW,33,5,0,,,13.32,1.64,8.35,1.03
2021,ＦＣ町田ゼルビア,長谷川　アーリアジャスール,MF,40,7,4,43.88,1.53,23.37,0.82,19.94,0.70
2021,ＦＣ町田ゼルビア,高橋　祥平,DF,35,1,1,43.82,1.27,,,,
2021,横浜Ｆ・マリノス,扇原　貴宏,MF,32,0,2,54.05,2.21,,,,
2021,横浜Ｆ・マリノス,杉本　健勇,FW,11,3,0,,,,,7.87,2.13
2021,横浜Ｆ・マリノス,ティーラトン,DF,27,0,2,66.09,2.96,,,,
2021,横浜Ｆ・マリノス,畠中　槙之輔,DF,26,0,0,42.34,1.70,,,,
2021,横浜Ｆ・マリノス,天野　純,MF,34,3,5,38.86,3.11,19.05,1.53,6.56,0.53
2021,横浜Ｆ・マリノス,オナイウ　阿道,FW,20,12,0,,,30.90,2.20,25.20,1.79
2021,横浜Ｆ・マリノス,仲川　輝人,FW,28,2,6,37.29,2.31,15.36,0.95,9.74,0.60
2021,横浜Ｆ・マリノス,岩田　智輝,DF,34,0,1,49.63,1.81,14.22,0.52,,
2021,横浜Ｆ・マリノス,小池　龍太,DF,31,4,4,65.89,2.58,14.17,0.56,12.67,0.50
2021,横浜Ｆ・マリノス,前田　大然,FW,36,23,0,,,61.70,1.98,52.94,1.69
2021,横浜Ｆ・マリノス,レオ　セアラ,FW,27,10,0,,,38.49,2.58,31.63,2.12
2021,横浜Ｆ・マリノス,チアゴ　マルチンス,DF,32,0,0,49.00,1.53,,,,
2021,横浜Ｆ・マリノス,マルコス　ジュニオール,FW,33,9,5,60.72,2.52,33.08,1.37,11.25,0.47
2021,横浜Ｆ・マリノス,エウベル,FW,37,5,6,78.22,2.76,37.84,1.34,18.76,0.66
2021,横浜Ｆ・マリノス,水沼　宏太,MF,36,3,0,,,14.44,1.95,8.64,1.17
2021,名古屋グランパス,丸山　祐市,DF,17,1,0,,,,,2.90,0.17
2021,名古屋グランパス,前田　直輝,FW,34,3,4,25.36,1.33,15.72,0.82,6.58,0.34
2021,名古屋グランパス,長澤　和輝,MF,32,0,1,21.16,1.34,,,,
2021,名古屋グランパス,中谷　進之介,DF,37,2,0,39.03,1.14,,,2.51,0.07
2021,名古屋グランパス,山崎　凌吾,FW,25,3,0,,,12.33,0.91,3.71,0.28
2021,名古屋グランパス,稲垣　祥,MF,38,8,2,41.08,1.10,23.70,0.64,24.53,0.66
2021,名古屋グランパス,マテウス,FW,37,7,2,50.87,1.60,64.72,2.03,21.80,0.68
2021,名古屋グランパス,キム　ミンテ,DF,12,1,0,,,,,2.64,0.22
2021,名古屋グランパス,成瀬　竣平,DF,18,0,2,19.96,1.25,,,,
2021,名古屋グランパス,相馬　勇紀,FW,33,2,8,32.34,1.77,17.97,0.98,4.67,0.26
2021,名古屋グランパス,ガブリエル　シャビエル,FW,20,0,0,,,10.08,1.08,,
2021,名古屋グランパス,森下　龍矢,DF,22,0,0,,,9.50,0.94,,
2021,名古屋グランパス,シュヴィルツォク,FW,14,7,0,,,15.94,1.83,25.46,2.93
2021,名古屋グランパス,齋藤　学,FW,24,0,0,,,8.67,1.11,,
2021,名古屋グランパス,柿谷　曜一朗,FW,36,5,0,27.89,1.04,20.91,0.78,12.30,0.46
2021,名古屋グランパス,吉田　豊,DF,38,1,3,50.78,1.34,,,,
2021,名古屋グランパス,米本　拓司,MF,28,0,0,30.47,1.42,,,,
2021,ガンバ大阪,小野　裕二,FW,7,1,0,,,,,2.90,1.54
2021,ガンバ大阪,昌子　源,DF,28,0,0,27.51,1.03,,,,
2021,ガンバ大阪,小野瀬　康介,MF,31,0,1,36.47,1.67,5.38,0.25,,
2021,ガンバ大阪,矢島　慎也,MF,26,2,1,30.34,1.75,5.98,0.34,2.45,0.14
2021,ガンバ大阪,チアゴ　アウベス,FW,17,2,0,,,14.82,2.51,4.24,0.72
2021,ガンバ大阪,三浦　弦太,DF,26,0,0,29.14,1.17,,,,
2021,ガンバ大阪,パトリック,FW,33,13,2,25.77,1.10,35.30,1.51,22.42,0.96
2021,ガンバ大阪,井手口　陽介,MF,29,0,0,29.11,1.23,8.10,0.34,,
2021,ガンバ大阪,一美　和成,FW,18,1,0,,,6.98,1.21,2.64,0.46
2021,ガンバ大阪,黒川　圭介,DF,19,0,0,22.01,1.35,,,,
2021,ガンバ大阪,レアンドロ　ペレイラ,FW,24,5,0,,,17.31,1.18,9.07,0.62
2021,ガンバ大阪,山本　悠樹,MF,28,0,4,34.67,1.79,,,,
2021,ガンバ大阪,ウェリントン　シウバ,MF,21,0,0,,,5.82,0.71,,
2021,ガンバ大阪,山見　大登,FW,5,1,0,,,,,5.23,3.92
2021,ガンバ大阪,倉田　秋,MF,37,1,1,32.75,1.37,9.82,0.41,2.59,0.11
2021,ガンバ大阪,菅沼　駿哉,DF,19,1,0,,,,,2.59,0.14
2021,ガンバ大阪,宇佐美　貴史,FW,38,6,3,55.52,1.98,50.13,1.79,20.16,0.72
2021,ヴィッセル神戸,武藤　嘉紀,FW,14,5,0,,,12.73,0.97,12.11,0.92
2021,ヴィッセル神戸,ドウグラス,FW,21,7,0,,,24.85,1.67,19.47,1.31
2021,ヴィッセル神戸,初瀬　亮,DF,33,0,6,45.57,2.15,9.00,0.43,,
2021,ヴィッセル神戸,山川　哲史,DF,29,0,0,20.94,1.10,,,,
2021,ヴィッセル神戸,セルジ　サンペール,MF,32,0,4,52.85,1.90,,,,
2021,ヴィッセル神戸,郷家　友太,MF,32,2,0,22.34,0.82,11.03,0.40,,
2021,ヴィッセル神戸,中坂　勇哉,MF,28,3,0,,,,,7.32,0.47
2021,ヴィッセル神戸,古橋　亨梧,FW,21,15,2,24.07,1.23,49.25,2.52,39.48,2.02
2021,ヴィッセル神戸,佐々木　大樹,MF,30,1,0,,,13.35,1.17,,
2021,ヴィッセル神戸,菊池　流帆,DF,37,5,0,37.37,1.02,15.02,0.41,11.54,0.32
2021,ヴィッセル神戸,山口　蛍,MF,32,5,5,47.12,1.54,14.46,0.47,16.05,0.52
2021,ヴィッセル神戸,アンドレス　イニエスタ,MF,23,6,4,44.75,2.51,21.37,1.20,8.43,0.47
2021,ヴィッセル神戸,トーマス　フェルマーレン,DF,23,1,1,25.39,1.15,,,,
2021,ヴィッセル神戸,ボージャン　クルキッチ,FW,6,1,0,,,,,4.07,2.29
2021,ヴィッセル神戸,酒井　高徳,DF,38,1,4,71.25,1.88,,,,
2021,ヴィッセル神戸,大迫　勇也,FW,11,4,0,,,12.45,1.27,10.97,1.12
2021,ヴィッセル神戸,田中　順也,FW,7,2,0,,,,,5.24,1.86
2021,サンフレッチェ広島,佐々木　翔,DF,30,3,0,37.93,1.32,,,8.85,0.31
2021,サンフレッチェ広島,野上　結貴,DF,37,0,1,48.65,1.44,,,,
2021,サンフレッチェ広島,川辺　駿,MF,20,3,1,30.32,1.70,13.12,0.74,12.45,0.70
2021,サンフレッチェ広島,森島　司,MF,29,1,4,42.79,1.81,21.47,0.91,,
2021,サンフレッチェ広島,ドウグラス　ヴィエイラ,FW,19,6,0,,,23.91,1.86,14.50,1.13
2021,サンフレッチェ広島,荒木　隼人,DF,36,2,0,,,,,5.24,0.15
2021,サンフレッチェ広島,東　俊希,MF,35,3,3,42.66,1.55,11.29,0.41,8.25,0.30
2021,サンフレッチェ広島,浅野　雄也,MF,37,6,1,40.18,1.88,23.39,1.10,22.78,1.07
2021,サンフレッチェ広島,ジュニオール　サントス,FW,35,7,2,39.26,1.82,36.08,1.67,15.37,0.71
2021,サンフレッチェ広島,エゼキエウ,MF,34,4,0,,,19.86,1.00,7.69,0.39
2021,サンフレッチェ広島,藤井　智也,MF,29,1,2,37.34,1.81,10.10,0.49,,
2021,サンフレッチェ広島,青山　敏弘,MF,32,1,4,53.66,1.93,13.79,0.49,,
2021,サンフレッチェ広島,柴崎　晃誠,MF,21,2,0,,,,,6.65,0.54
2021,サンフレッチェ広島,柏　好文,MF,29,2,3,33.92,1.87,13.65,0.75,7.18,0.39
2021,Ｖ・ファーレン長崎,加藤　大,MF,32,2,1,36.56,1.53,,,,
2021,Ｖ・ファーレン長崎,新里　亮,DF,32,1,0,37.76,1.20,,,,
